date,precipitation,temp_max,temp_min,wind
14/04/14,0,18.9,10.6,10.1
15/04/14,16.5,13.3,1.1,10.3
16/04/14,2,9.4,0,7.3
17/04/14,0,8.3,1.7,5.6
18/04/14,0,7.8,2.2,3
19/04/14,0,20,4.4,4.4
20/04/14,0,12.2,5.6,5.1
21/04/14,0,14.4,2.8,2.8
22/04/14,0,16.7,7.2,3.8
23/04/14,0,17.2,7.2,10.1
24/04/14,0,17.8,6.1,9.5
25/04/14,0,15,6.1,4.3
26/04/14,18,19.4,7.8,4.7
27/04/14,0,16.1,7.8,6.2
28/04/14,0,18.9,7.2,4.6
29/04/14,1.3,10.6,6.7,8.9
30/04/14,118.9,13.3,5.6,8.5
01/05/14,6.1,21.7,11.7,5.9
02/05/14,0.3,20.6,11.1,5.1
03/05/14,0,18.9,9.4,4.5
04/05/14,0,18.9,11.7,8.3
05/05/14,0,20.6,10,7.4
06/05/14,0,20.6,10,4.7
07/05/14,0,17.8,10,4.3
08/05/14,9.7,14.4,10.6,2.2
09/05/14,1,17.2,13.3,3.9
10/05/14,20.1,25,12.2,4
11/05/14,0.5,26.1,16.1,4.2
12/05/14,0,24.4,13.3,3.8
13/05/14,0,21.1,10.6,5.2
14/05/14,0,17.8,10,3.4
15/05/14,3.6,21.7,15.6,6.7
16/05/14,32,18.9,15.6,9.2
17/05/14,0,21.1,12.8,4.7
18/05/14,0,20.6,11.1,4.6
19/05/14,0,23.3,10,5
20/05/14,0,26.1,12.8,4.8
21/05/14,0,23.9,15.6,3.5
22/05/14,8.1,16.7,14.4,3.1
23/05/14,8.1,20.6,13.9,2.9
24/05/14,1.3,21.1,13.9,3.7
25/05/14,0,25.6,13.3,4.1
26/05/14,0,29.4,15.6,5.6
27/05/14,0,28.9,17.8,4.2
28/05/14,0,19.4,11.7,5.1
29/05/14,0,16.7,11.1,3.6
30/05/14,0.8,21.1,11.7,3.3
31/05/14,0,22.2,12.8,4.9
01/06/14,0,23.9,12.2,3.7
02/06/14,0,23.3,13.9,4.6
03/06/14,0,26.7,16.7,3.4
04/06/14,0,27.8,17.2,3.3
05/06/14,12.7,25,16.7,5.5
06/06/14,0,26.1,17.2,5.8
07/06/14,0,26.7,16.1,3.7
08/06/14,0,29.4,16.1,2.8
09/06/14,24.1,20,17.2,2.7
10/06/14,0,25.6,19.4,2.2
11/06/14,0,21.1,16.1,5.4
12/06/14,0.3,24.4,16.1,4.7
13/06/14,25.1,27.2,19.4,3.4
14/06/14,0,26.1,16.7,5.6
15/06/14,0,27.8,15.6,5.2
16/06/14,0,25,17.8,3.4
17/06/14,0,27.8,20,3.6
18/06/14,0,32.8,23.3,5.3
19/06/14,1.3,24.4,20.6,3.7
20/06/14,0,28.3,18.3,4.9
21/06/14,0,23.9,16.7,3.7
22/06/14,0,25,16.1,2.7
23/06/14,0,27.2,16.7,3.8
24/06/14,0,26.1,18.3,6.4
25/06/14,2.3,28.3,20,5.6
26/06/14,0.5,31.7,21.1,3.8
27/06/14,0,26.1,18.3,3.5
28/06/14,0,30,18.9,3.8
29/06/14,0,26.1,18.3,4.1
30/06/14,0,26.7,19.4,5.8
01/07/14,0,28.9,21.7,6.7
02/07/14,13.2,29.4,21.7,5.3
03/07/14,8.9,29.4,21.7,3.9
04/07/14,8.1,24.4,18.9,6.7
05/07/14,0,28.9,18.3,6.1
06/07/14,0,28.3,18.9,5.7
07/07/14,0,28.3,21.1,5.5
08/07/14,0,31.1,22.2,6.5
09/07/14,0.3,28.9,21.7,5.2
10/07/14,0.8,29.4,21.7,2.8
11/07/14,0,29.4,19.4,3.2
12/07/14,0,27.8,18.9,4.3
13/07/14,1.5,26.7,20.6,7.2
14/07/14,47.5,28.3,21.1,3
15/07/14,26.2,27.8,20.6,3.1
16/07/14,0.3,28.3,21.1,3.8
17/07/14,0,27.8,19.4,4
18/07/14,0,28.9,18.3,3
19/07/14,0,26.1,20,3
20/07/14,0,25.6,20,3.9
21/07/14,0,28.3,18.3,3
22/07/14,0,28.9,20,5.6
23/07/14,0.5,28.3,21.7,6
24/07/14,0,28.3,22.2,4.7
25/07/14,0,28.3,19.4,4.5
26/07/14,2.3,27.2,20.6,4.5
27/07/14,0.3,28.9,21.7,5.3
28/07/14,13,28.9,20.6,7.2
29/07/14,0,26.1,17.8,4.7
30/07/14,0,26.7,17.8,4.1
31/07/14,0,27.8,18.3,5.3
01/08/14,0,27.8,21.7,3.6
02/08/14,10.2,24.4,18.3,3.7
03/08/14,2.3,25.6,18.9,2.1
04/08/14,0,27.2,21.1,4.4
05/08/14,0,29.4,21.1,3.8
06/08/14,0,29.4,21.7,4
07/08/14,0,30,19.4,4.9
08/08/14,0,28.9,18.3,2.9
09/08/14,0,30,18.9,3.3
10/08/14,0,30.6,20,3.2
11/08/14,0,28.9,19.4,3.5
12/08/14,8.6,26.7,22.2,6.8
13/08/14,74.2,29.4,20,6.3
14/08/14,0,26.7,18.3,5.7
15/08/14,0,24.4,16.7,4.8
16/08/14,0,25,17.2,4.6
17/08/14,0,29.4,18.9,5.1
18/08/14,0,27.8,17.2,3.6
19/08/14,0,26.7,17.8,3.3
20/08/14,0,26.7,18.9,2.4
21/08/14,5.3,26.1,19.4,3.2
22/08/14,3.3,25.6,19.4,3.5
23/08/14,0,23.3,18.9,2.7
24/08/14,0,27.2,16.7,2.9
25/08/14,0,30.6,17.2,2.1
26/08/14,0,27.8,19.4,3
27/08/14,0,30,19.4,3.8
28/08/14,0,28.9,20,5.9
29/08/14,0,25.6,17.2,3.9
30/08/14,0,25.6,17.2,4.3
31/08/14,3.6,29.4,22.8,4.5
01/09/14,0,30,23.3,3.9
02/09/14,0,33.3,23.3,5
03/09/14,0,31.1,22.2,4.2
04/09/14,0,29.4,20,3.8
05/09/14,0,29.4,21.7,4.3
06/09/14,1,30,20,4.8
07/09/14,0,27.8,18.9,3
08/09/14,0,25.6,18.3,4.9
09/09/14,0,23.9,17.8,5
10/09/14,0,25.6,17.2,3.5
11/09/14,0,29.4,20.6,5.8
12/09/14,0,26.1,17.2,4.8
13/09/14,7.4,21.1,15.6,4.9
14/09/14,0,22.2,12.2,3.8
15/09/14,0,21.7,12.8,3.6
16/09/14,6.6,19.4,15.6,2.4
17/09/14,0,22.8,12.8,2.8
18/09/14,0,25.6,13.9,2.7
19/09/14,0,19.4,13.3,4.9
20/09/14,9.4,23.9,12.2,4.1
21/09/14,5.3,25,19.4,2.3
22/09/14,0,22.8,12.8,7.1
23/09/14,0,20.6,10.6,2.9
24/09/14,0,22.2,13.3,4.6
25/09/14,5.8,17.8,15.6,6.5
26/09/14,0,26.1,15,3.7
27/09/14,0,28.9,16.7,3
28/09/14,0,25.6,16.7,3.3
29/09/14,0,25.6,17.8,2.4
30/09/14,0.8,21.1,16.7,2.6
01/10/14,0,19.4,16.7,5.1
02/10/14,0,20,16.1,3.7
03/10/14,0,20,12.8,3.2
04/10/14,17.8,22.2,11.1,7.3
05/10/14,0,16.1,8.3,5.8
06/10/14,0,21.1,7.2,6.2
07/10/14,0.5,23.3,18.3,7.6
08/10/14,0.5,23.9,16.7,7.7
09/10/14,0,20.6,13.3,6.3
10/10/14,0,17.8,11.1,2.5
11/10/14,11.4,15,10,3.7
12/10/14,0,18.3,7.8,2.9
13/10/14,2,18.9,7.8,2.6
14/10/14,0,23.9,17.8,6
15/10/14,0.3,24.4,20,7.5
16/10/14,19.8,21.7,15.6,5.7
17/10/14,0,22.2,15.6,5.8
18/10/14,0,22.2,13.9,5.7
19/10/14,0,14.4,6.7,7.7
20/10/14,0,16.1,5.6,4.5
21/10/14,1.3,19.4,11.7,2.9
22/10/14,36.1,14.4,11.1,8.1
23/10/14,3,12.2,10.6,9.2
24/10/14,0,17.2,10.6,4.9
25/10/14,0,20,10,5.3
26/10/14,0,18.3,12.2,7.7
27/10/14,0,17.8,10,5
28/10/14,0,21.1,8.9,3.2
29/10/14,0.8,23.3,11.1,4.3
30/10/14,0,16.1,7.8,4.1
31/10/14,0.3,12.8,7.8,4.5
01/11/14,26.2,9.4,6.1,8.2
02/11/14,0,10,5,11.7
03/11/14,0,16.1,4.4,6.7
04/11/14,0,19.4,10,4.5
05/11/14,0,18.3,11.1,4.3
06/11/14,10.9,12.2,9.4,2.8
07/11/14,0,12.2,5,8.1
08/11/14,0,8.9,2.2,5.3
09/11/14,0,13.9,6.7,3.7
10/11/14,0,15,3.3,1.9
11/11/14,0,17.8,5.6,2.4
12/11/14,0,18.9,7.2,3.2
13/11/14,2.8,9.4,3.3,3.7
14/11/14,1.8,6.7,2.8,6.4
15/11/14,0,6.1,-1,4.1
16/11/14,0,7.2,-0.5,3.3
17/11/14,34.8,12.8,4.4,3.9
18/11/14,0,7.8,-3.8,10.6
19/11/14,0,2.8,-4.9,7.2
20/11/14,0,8.9,0,7.4
21/11/14,0,3.3,-2.1,6.9
22/11/14,0,6.7,-3.2,6.1
23/11/14,0,12.8,6.1,4.3
24/11/14,11.4,17.8,12.8,8.8
25/11/14,0,16.7,8.9,4.9
26/11/14,25.4,11.1,2.2,7
27/11/14,0.5,3.9,2.2,4.9
28/11/14,0,5,-2.1,6
29/11/14,0,7.8,-3.2,2.8
30/11/14,0,11.7,7.2,4.6
01/12/14,1.8,16.7,5.6,4.2
02/12/14,2.3,8.3,2.2,6.1
03/12/14,3.8,8.9,5.6,5.1
04/12/14,0,8.3,2.2,4.5
05/12/14,14,10,1.7,4.5
06/12/14,31.5,11.1,5,3.3
07/12/14,1.3,6.7,-0.5,9.7
08/12/14,0,2.8,-3.2,6.9
09/12/14,77.2,8.9,2.8,9.8
10/12/14,2.8,5.6,1.1,7.3
11/12/14,0,4.4,0,7.5
12/12/14,0,5,0.6,7
13/12/14,0,8.3,1.1,7.3
14/12/14,0,8.3,2.8,5.3
15/12/14,0,8.9,1.1,2.2
16/12/14,7.6,10,0.6,1.8
17/12/14,0.8,12.8,6.1,5.7
18/12/14,0,6.7,3.3,7.2
19/12/14,0,4.4,0,6.5
20/12/14,0,1.1,-0.5,2.9
21/12/14,0,3.3,0.6,3.2
22/12/14,1,8.9,2.8,3.8
23/12/14,5.3,10,8.3,5.1
24/12/14,26.7,13.9,8.3,4.7
25/12/14,1.5,13.9,5.6,7.6
26/12/14,0,10.6,3.3,4.7
27/12/14,0,12.2,2.8,2.8
28/12/14,1.3,12.2,5.6,4.7
29/12/14,0,7.8,1.7,4.9
30/12/14,0,2.2,-2.1,4.2
31/12/14,0,1.1,-2.1,5.3
01/01/15,0,4.4,-2.1,7.7
02/01/15,0,7.2,1.7,6.1
03/01/15,23.9,8.3,-1,4.1
04/01/15,11.9,12.8,6.1,4.5
05/01/15,0,10.6,-4.9,8.8
06/01/15,1.8,-4.9,-7.1,3.8
07/01/15,0,-3.8,-12.1,9.6
08/01/15,0,-5.5,-13.2,7.7
09/01/15,1.8,1.1,-6,8.8
10/01/15,0,-4.3,-7.7,7.4
11/01/15,0,3.3,-6.6,4.9
12/01/15,17.8,4.4,1.1,2.7
13/01/15,0,2.8,-7.1,6.8
14/01/15,0,0.6,-7.1,5.2
15/01/15,0,1.7,-2.7,4.4
16/01/15,0,7.2,-6.6,8.2
17/01/15,0,0,-7.7,4.7
18/01/15,41.1,8.3,-2.7,2.8
19/01/15,0,7.2,1.7,6.8
20/01/15,0,5,0,5.4
21/01/15,0,3.3,-3.2,2.7
22/01/15,0,5,-0.5,3.6
23/01/15,0,3.9,-2.1,4.7
24/01/15,19.1,4.4,0.6,5.1
25/01/15,0,7.2,0,6.7
26/01/15,8.4,0,-4.3,8.2
27/01/15,7.9,-2.7,-6.6,8.5
28/01/15,0,0.6,-8.2,6.2
29/01/15,0.3,2.8,-8.2,3.7
30/01/15,1,3.3,-7.1,8.4
31/01/15,0,-2.7,-9.9,10.3
01/02/15,0.8,2.2,-6,3.9
02/02/15,30,1.7,-9.3,8.5
03/02/15,0,-3.2,-9.9,6.4
04/02/15,0,3.9,-5.5,6.1
05/02/15,0,3.9,-9.3,8.8
06/02/15,0,-2.7,-10.5,6.3
07/02/15,0,2.8,-3.8,3.7
08/02/15,0,5.6,-1.6,3.9
09/02/15,3.6,-1.6,-3.2,7.7
10/02/15,0,4.4,-3.2,6.9
11/02/15,0,1.7,-4.9,4.5
12/02/15,0,4.4,-7.7,5.9
13/02/15,0,-4.9,-12.7,8.4
14/02/15,0.3,1.7,-8.8,4.7
15/02/15,0.3,-2.7,-14.9,12.4
16/02/15,0,-4.9,-14.9,6.6
17/02/15,4.8,-2.7,-8.8,3.1
18/02/15,0,-0.5,-9.3,2.6
19/02/15,0,-2.7,-12.7,9.5
20/02/15,0,-6,-16,8.4
21/02/15,15,0.6,-11.6,4.4
22/02/15,5.1,6.1,0,1.8
23/02/15,0,3.3,-12.7,8.5
24/02/15,0,-2.1,-13.8,4.2
25/02/15,0,2.8,-7.1,4.8
26/02/15,0,0,-4.9,5.7
27/02/15,0,0,-6.6,4.6
28/02/15,0,-0.5,-9.3,3.7
01/03/15,13,0.6,-6.6,2.1
02/03/15,0,3.9,-2.1,6.8
03/03/15,17.8,2.2,-7.1,4
04/03/15,7.6,5,0.6,4.9
05/03/15,18.5,5,-6,5.9
06/03/15,0,-3.8,-10.5,4.3
07/03/15,0,2.8,-8.8,5.3
08/03/15,0,8.9,-1,4.4
09/03/15,0.5,12.2,0,3.8
10/03/15,12.4,10,1.1,1.4
11/03/15,0.5,16.7,4.4,5.2
12/03/15,0,10,2.2,8.8
13/03/15,0,5,-1,3.6
14/03/15,28.2,9.4,3.9,4
15/03/15,0,7.8,2.8,9
16/03/15,0,10,2.2,3.9
17/03/15,0.5,15.6,1.1,8.2
18/03/15,0,5,-1,8.4
19/03/15,0,6.7,-1,5.3
20/03/15,8.4,4.4,-0.5,4.6
21/03/15,0.5,8.9,-1,4.1
22/03/15,0,7.2,-2.1,7.7
23/03/15,0,5,-4.3,6.9
24/03/15,0,6.1,-3.2,3.8
25/03/15,3,7.8,-1,2.5
26/03/15,6.4,12.2,5,4.2
27/03/15,5.8,8.3,5,4.9
28/03/15,0,5.6,-2.1,7.8
29/03/15,0,7.8,-2.7,6.1
30/03/15,0,14.4,2.2,6.7
31/03/15,0.8,8.9,2.8,5.3
01/04/15,0,11.7,1.1,5.1
02/04/15,0,13.9,0.6,6.4
03/04/15,2.8,15,7.8,3.4
04/04/15,0,13.3,6.7,9.3
05/04/15,0,18.3,3.3,5.8
06/04/15,0,15.6,3.9,4.7
07/04/15,0.8,13.9,6.7,3.8
08/04/15,0.3,9.4,2.2,6.5
09/04/15,0,6.7,3.3,5.1
10/04/15,4.8,14.4,4.4,3.7
11/04/15,0,16.1,7.2,7.5
12/04/15,0,16.1,6.1,4
13/04/15,0,16.7,6.1,6.4
14/04/15,1,18.9,10,2.6
15/04/15,0,22.2,10,5.4
16/04/15,0,15.6,8.9,4.9
17/04/15,2.8,20.6,11.1,4.4
18/04/15,0,22.8,10.6,4.1
19/04/15,0,16.7,8.3,5.4
20/04/15,22.1,14.4,8.3,7
21/04/15,1.5,19.4,10,5.4
22/04/15,4.8,17.2,7.8,6.2
23/04/15,0,12.2,5.6,8.4
24/04/15,0,11.1,3.9,9.7
25/04/15,0,15,3.9,4.8
26/04/15,0,15,6.1,4.7
27/04/15,0,17.2,9.4,6.6
28/04/15,0,21.7,10.6,6.1
29/04/15,0,25,10,5.3
30/04/15,0,17.2,8.9,5.6
01/05/15,0,13.3,8.3,3.6
02/05/15,0,16.1,6.1,3.1
03/05/15,0,19.4,7.8,3.4
04/05/15,0,23.3,10,4.5
05/05/15,0,27.8,12.8,2.4
06/05/15,0,21.1,12.2,3.4
07/05/15,0,22.2,10.6,2.8
08/05/15,0,22.2,11.7,2.6
09/05/15,0.5,17.8,14.4,2.8
10/05/15,0,23.3,14.4,4.3
11/05/15,0,25,16.7,4.2
12/05/15,0.3,30.6,18.3,5.7
13/05/15,0,22.8,12.8,7.4
14/05/15,0,21.7,10.6,5.2
15/05/15,0,21.7,11.7,5.1
16/05/15,10.4,21.1,14.4,2.3
17/05/15,0,27.2,16.1,2.9
18/05/15,0,20,13.9,4.3
19/05/15,0,23.9,13.9,2.5
20/05/15,0,20.6,12.2,7.1
21/05/15,0,16.7,11.1,2.8
22/05/15,0,26.1,12.2,6.1
23/05/15,0,20,10.6,6.6
24/05/15,0,23.3,11.7,6.3
25/05/15,0,25,13.9,5.7
26/05/15,0,24.4,15.6,5.7
27/05/15,0,23.3,16.1,6.3
28/05/15,0,25.6,15.6,3.4
29/05/15,0,26.7,17.2,3.3
30/05/15,0,25.6,16.7,6.2
31/05/15,0.5,26.1,17.2,4.6
01/06/15,19.8,17.2,11.1,5.4
02/06/15,8.6,13.3,10.6,4.5
03/06/15,0,20,11.7,3.9
04/06/15,0,19.4,12.8,5.1
05/06/15,0,20.6,13.9,2.4
06/06/15,5.1,26.1,15,4
07/06/15,0,21.7,13.3,4
08/06/15,0.5,22.8,16.1,8.1
09/06/15,0,29.4,17.8,6.1
10/06/15,0,26.1,18.3,4.9
11/06/15,0,30.6,18.9,4.3
12/06/15,0,29.4,21.7,4.6
13/06/15,0,31.1,19.4,4.8
14/06/15,7.9,30,18.9,3.6
15/06/15,27.7,27.2,18.9,3.7
16/06/15,2,26.1,18.9,3
17/06/15,0,27.2,18.9,4.3
18/06/15,0,21.7,18.3,3.6
19/06/15,0,31.7,19.4,3
20/06/15,8.1,23.9,19.4,4.7
21/06/15,13,32.2,21.7,5.8
22/06/15,0,31.7,23.3,5.1
23/06/15,0.5,31.7,22.2,4.9
24/06/15,0,30,20.6,4.9
25/06/15,0,27.8,19.4,4.1
26/06/15,0,27.2,20.6,3
27/06/15,25.9,21.7,16.7,5.3
28/06/15,7.6,24.4,17.8,4.6
29/06/15,0,26.1,17.8,5.6
30/06/15,0,27.2,18.9,5.4
01/07/15,6.6,29.4,21.7,6.1
02/07/15,0.8,26.7,20.6,2.4
03/07/15,0,27.8,18.3,3.8
04/07/15,0.3,26.7,19.4,2.6
05/07/15,0,27.2,19.4,4.4
06/07/15,0,28.3,20.6,3.5
07/07/15,0,28.9,23.3,5.2
08/07/15,13.5,31.7,23.3,3.3
09/07/15,8.1,25,22.2,3.8
10/07/15,0,30,22.8,4.7
11/07/15,0,30,21.1,3.3
12/07/15,0,30,21.7,3.6
13/07/15,0,28.9,22.2,3.2
14/07/15,3.3,26.7,22.8,2.6
15/07/15,1,27.8,22.8,3.8
16/07/15,0,26.1,18.9,4.6
17/07/15,0,26.7,19.4,5.4
18/07/15,0.5,28.3,22.8,5.1
19/07/15,0,31.7,23.9,4.3
20/07/15,0,35,26.1,4.7
21/07/15,0,31.7,24.4,4.3
22/07/15,0,31.7,22.2,6
23/07/15,0,31.1,21.1,4.4
24/07/15,0,30.6,20,3.6
25/07/15,0,28.9,21.1,3.9
26/07/15,0,30.6,21.7,6
27/07/15,0,29.4,23.9,4.1
28/07/15,0,31.7,22.8,3.9
29/07/15,0,35,23.3,4.5
30/07/15,24.6,29.4,24.4,5.1
31/07/15,0,33.9,22.8,3.6
01/08/15,0,32.8,23.3,5.6
02/08/15,0,30.6,21.1,3.6
03/08/15,0,31.7,21.7,5.9
04/08/15,0.3,33.3,21.1,5.2
05/08/15,0,32.8,21.7,4.7
06/08/15,0,30,20.6,3
07/08/15,0,30,20.6,3.6
08/08/15,0,28.3,19.4,3
09/08/15,0,30.6,18.9,3.9
10/08/15,0,27.2,20,4.3
11/08/15,28.7,27.2,22.2,6
12/08/15,0,31.1,22.8,5
13/08/15,0,30.6,20.6,3.4
14/08/15,0,30,18.9,3.7
15/08/15,0,31.1,21.1,4.6
16/08/15,0,32.2,23.3,3.2
17/08/15,0,32.8,23.3,4.1
18/08/15,0,30,23.9,5.5
19/08/15,0,30,24.4,4.7
20/08/15,0,30.6,25,5.9
21/08/15,63,30.6,22.8,3.8
22/08/15,0,30,21.1,3.9
23/08/15,0,28.3,20.6,2.3
24/08/15,0,28.9,21.7,3.4
25/08/15,0.3,29.4,23.9,5
26/08/15,0,28.9,20,4.5
27/08/15,0,28.3,20,4.2
28/08/15,0,27.8,17.8,3
29/08/15,0,28.9,20,3.9
30/08/15,0,28.9,20.6,4.3
31/08/15,0,32.8,23.9,5.1
01/09/15,0,30.6,22.8,3.1
02/09/15,0,30,21.7,3.9
03/09/15,0,33.9,22.8,2.4
04/09/15,0,29.4,21.1,4.9
05/09/15,0,27.2,17.2,3.1
06/09/15,0,26.7,16.7,3.1
07/09/15,0,30,21.1,5.4
08/09/15,0,32.8,22.8,5.7
09/09/15,1.8,30.6,23.9,5
10/09/15,30,26.1,21.7,3.6
11/09/15,0.8,27.8,18.9,4.5
12/09/15,6.9,26.7,20,5.2
13/09/15,1,26.1,16.7,5.5
14/09/15,0,25.6,15.6,6.3
15/09/15,0,26.7,16.7,3.4
16/09/15,0,28.9,16.7,1.9
17/09/15,0,28.9,17.8,2.8
18/09/15,0,28.3,18.3,3.1
19/09/15,0,26.7,20,4.1
20/09/15,0,26.7,17.8,6.3
21/09/15,0,22.2,15,4.7
22/09/15,0,22.8,17.2,4.3
23/09/15,0,26.7,14.4,2.6
24/09/15,0,28.3,15,3.4
25/09/15,0,23.9,17.2,4.1
26/09/15,0,22.8,15,4.7
27/09/15,0,22.2,13.3,3.2
28/09/15,1,26.1,16.1,2.7
29/09/15,3.3,26.7,20.6,3.3
30/09/15,20.8,25.6,15.6,7.3
01/10/15,2,16.1,13.3,6.7
02/10/15,46,13.9,10,8.3
03/10/15,4.1,13.9,10.6,8.7
04/10/15,0,18.9,12.2,6.9
05/10/15,0,19.4,11.7,5.3
06/10/15,0,23.3,10.6,2.6
07/10/15,0,21.7,13.9,3.2
08/10/15,0,21.1,12.8,2.8
09/10/15,7.1,23.3,16.1,6
10/10/15,0,18.9,11.1,4.2
11/10/15,0,20,10,4.3
12/10/15,0,22.2,11.7,3.8
13/10/15,0,23.3,15.6,4.2
14/10/15,0,21.1,14.4,5.2
15/10/15,0,18.3,11.1,5
16/10/15,0,18.9,12.2,5.5
17/10/15,0,14.4,6.1,6.2
18/10/15,0,11.7,3.3,5.9
19/10/15,0,11.1,2.2,4.9
20/10/15,0,21.1,9.4,7
21/10/15,0,21.7,11.1,2.7
22/10/15,0,21.1,11.7,4.2
23/10/15,0,18.9,6.7,6.5
24/10/15,0,15,5.6,4.2
25/10/15,0.5,21.1,9.4,6.5
26/10/15,0,15.6,7.2,3
27/10/15,0,15,5.6,3.5
28/10/15,45.5,20,11.1,8.8
29/10/15,1.5,23.3,15,6.9
30/10/15,0,17.2,8.3,6.1
31/10/15,0,12.8,4.4,3
01/11/15,0,17.8,12.2,5.4
02/11/15,0,18.3,10.6,2.2
03/11/15,0,21.1,7.2,2
04/11/15,0,20.6,10,2.8
05/11/15,0.3,20.6,11.7,1.6
06/11/15,0,23.9,16.7,4.2
07/11/15,0,21.1,12.8,5
08/11/15,0,15.6,6.1,4.4
09/11/15,0,15,3.9,1.5
10/11/15,11.4,15,11.7,5.4
11/11/15,2.3,15,10,5.7
12/11/15,1.3,15.6,11.1,4.9
13/11/15,0,16.1,8.9,9.1
14/11/15,0,10.6,5.6,7.8
15/11/15,0,15,4.4,5.7
16/11/15,0,20.6,7.2,4.1
17/11/15,0,11.7,4.4,3.6
18/11/15,0,15.6,6.1,5
19/11/15,14.7,17.2,14.4,8.5
20/11/15,0,17.2,7.2,5.7
21/11/15,0,12.8,5.6,4.7
22/11/15,0,14.4,6.7,5.8
23/11/15,0,7.8,1.7,6.8
24/11/15,0,8.9,-0.5,3.1
25/11/15,0,10.6,0,1.7
26/11/15,0,15.6,1.7,2.9
27/11/15,0,17.2,6.1,2.4
28/11/15,0.5,18.3,7.8,3.6
29/11/15,0,10,3.3,5.1
30/11/15,0,10,1.1,4
01/12/15,7.4,11.7,7.8,4.9
02/12/15,3,13.9,8.3,2
03/12/15,0,13.3,7.2,7.2
04/12/15,0,11.7,5,4.7
05/12/15,0,11.7,1.7,2.4
06/12/15,0,10.6,3.3,2.9
07/12/15,0,12.8,4.4,3.4
08/12/15,0,10.6,4.4,3.5
09/12/15,0,12.8,1.1,3.4
10/12/15,0,15,8.9,3
11/12/15,0,14.4,7.8,2.7
12/12/15,0,17.8,9.4,1.9
13/12/15,0,21.1,11.7,3.1
14/12/15,9.1,16.1,11.7,4.8
15/12/15,2.3,17.8,11.7,8.2
16/12/15,1.3,11.7,7.2,4.1
17/12/15,29.7,15,10,4.1
18/12/15,0.3,14.4,3.9,6.1
19/12/15,0,5,2.2,9
20/12/15,0,6.7,1.7,5.1
21/12/15,0,12.8,3.3,5.3
22/12/15,4.8,15.6,11.1,3.8
23/12/15,29.5,17.2,8.9,4.5
24/12/15,0.5,20.6,13.9,4.9
25/12/15,2.5,17.8,11.1,0.9
26/12/15,0.3,15.6,9.4,4.8
27/12/15,2,17.2,8.9,5.5
28/12/15,1.3,8.9,1.7,6.3
29/12/15,16.8,9.4,1.1,5.3
30/12/15,9.4,10.6,5,3
31/12/15,1.5,11.1,6.1,5.5
